Application_ID,Candidate_ID,Candidate_Name,Age,Gender,Education,Degree,Graduation_Year,Experience_Years,Candidate_Skills,Job_ID,Job_Title,Company_Name,Industry,Job_Location,State,Job_Type,Work_Mode,Required_Skills,Minimum_Experience,Salary_Range,Salary_Expected_LPA,Salary_Offered_LPA,Application_Date,Application_Source,Application_Status,Interview_Status,Final_Status,Skills_Match_Percentage,Experience_Match,Eligibility_Status,Job_Match_Score,Days_to_Response
APP102478,CAND28393,Pallavi Krishnan,38,Female,Master's,M.Com,2011,4.9,"Auditing, TDS, Taxation, GST",JOB5332,Accountant,Horizon Enterprises,Finance & Accounting,Salem,Tamil Nadu,Full-Time,Hybrid,"Tally, GST, Bank Reconciliation, Accounts Payable",2,4.0L-5.4L,INR 5.2,4.3,24-06-2025,Indeed,Applied,Not Scheduled,In Process,24.6,Yes,Not Eligible,51.5,8
APP105344,CAND22937,Harsha Jain,32,Male,Master's,B.Sc Computer Science,2002,11.9,"Troubleshooting, Virtualization, AWS, Networking, Backup Management",JOB5149,System Administrator,Trident Corp,Information Technology,Gurugram,Haryana,Part-Time,Work From Home,"AWS, Windows Server, Virtualization, Security",5,9.9-11.0 LPA,9.9,"9,90,000",02/26/2023,Naukri,ON HOLD,Not Scheduled,In Process,50.8,Yes,Eligible,72.1,20
APP100771,CAND33302,Ramesh Singh,38,Male,Master's,M.Com,2019,4.2,"Risk Analysis, SQL, PowerPoint, Valuation",JOB5628,Financial Analyst,Skyline Softwares,Finance & Accounting,Pune,Maharashtra,Full-Time,Work From Home,"SQL, Excel, PowerPoint, Financial Modeling",6,6.4L-9.1L,7.6L,6.6L,16-04-2024,Company Website,Applied,Not Scheduled,In Process,48.4,No,Not Eligible,39.1,22
APP117011,CAND27616,Rohan Ghosh,43,Male,Bachelor's,B.Tech,2008,6.9,"Pandas, TensorFlow, Python, Machine Learning, Scikit-learn, MS Office, SQL",JOB5481,Data Scientist,Shakti Solutions,Information Technology,Delhi,Delhi,Contract,Work From Office,"TensorFlow, Data Visualization, Scikit-learn, Deep Learning, Pandas, NLP",3,Rs. 14.6 - 19.4 LPA,"17,60,000","16,30,000",27-09-2024,Indeed,interview scheduled,Completed,In Process,51.4,Yes,Eligible,67.9,3
APP115052,CAND25076,Pooja Menon,21,Female,Bachelor's,Journalism,2023,0.6,"Content Writing, Blogging, Copywriting, SEO Writing",JOB5572,Content Writer,Horizon Enterprises,Media & Communication,Noida,Uttar Pradesh,Full-Time,Work From Home,"Research, Copywriting, Proofreading, Creativity",1,250000-340000,"2,40,000",2.6 LPA,30-03-2024,Indeed,Applied,,In Process,27.9,No,Not Eligible,21.5,32
APP107006,CAND20152,Geeta Nair,35,Female,Bachelor's,B.Com,2011,0.8,"Exit Formalities, HRMS, Attendance Management, Recruitment",JOB5218,HR Executive,Trident Softwares,Human Resources,Kochi,Kerala,Internship,Work From Home,"Onboarding, Labour Law, Payroll, Employee Engagement",3,250000-380000,INR 3.2,"2,40,000",09-12-2025,LinkedIn,Reject,Not Scheduled,Rejected,0,No,Not Eligible,11.1,22
APP100807,CAND25476,Rekha Nambiar,33,Female,Master's,B.A,2014,8.5,"Payroll, Communication, HRMS, Labour Law, Presentation Skills",JOB5746,HR Executive,Bharat Digital,Human Resources,Hyderabad,Telangana,Full-Time,Work From Office,"HRMS, Employee Engagement, Attendance Management, Exit Formalities, MS Office, Communication",0,Rs. 6.3 - 8.0 LPA,6.2,5.6,03-02-2025,LinkedIn,Applied,Not Scheduled,In Process,33.6,Yes,Partially Eligible,64,33
APP113707,CAND20055,Anil Menon,23,,Bachelor's,BBA,2009,12.7,"SEO, SEO Tools, Google Ads",JOB5005,Digital Marketing Executive,Titan Technologies,Marketing & Advertising,Ahmedabad,Gujarat,Contract,Hybrid,"SEM, Social Media Marketing, Google Analytics, Content Marketing, Google Ads",8,Rs. 8.0 - 9.0 LPA,10.1,8.9 LPA,02-11-2024,LinkedIn,Pending,Cancelled,In Process,19.5,Yes,Not Eligible,50.2,7
APP117161,CAND33957,Priyanka Verma,28,Female,Master's,B.Sc Statistics,2021,4,"Statistics, Python, SQL, VLOOKUP",JOB5209,Data Analyst,Bright Ventures,Information Technology,Cochin,Kerala,Full-Time,Hybrid,"Statistics, Power BI, Tableau, Excel",1,Rs. 5.6 - 8.2 LPA,7.5 LPA,"6,00,000",01-01-2025,Company Website,pending ,Not Scheduled,In Process,24.7,Yes,Not Eligible,58.8,33
APP117309,CAND24411,Abhishek Mukherjee,32,Male,Bachelor's,MCA,2016,4.7,"Scikit-learn, Deep Learning, SQL",JOB5479,Data Scientist,Solstice Corp,Information Technology,Salem,Tamil Nadu,Full-Time,Work From Office,"TensorFlow, Statistics, SQL, NLP, Deep Learning",3,11.1L-15.9L,"12,10,000",12,10-04-2024,LinkedIn,interview scheduled,Completed,In Process,37.2,Yes,Partially Eligible,63.6,16
APP103455,CAND22958,Myra Joshi,29,Female,12th,M.Tech,2024,0.5,"Git, Python, Spring Boot",JOB5743,Software Developer,Vantage Consulting,Information Technology,Hyderabad,Telangana,Full-Time,Hybrid,"Spring Boot, Data Structures, JavaScript, Algorithms, Git",5,4L-7.2L,5.3,"4,59,999",05-04-2023,Indeed,APPLIED,Not Scheduled,In Process,41.9,No,Not Eligible,36,28
APP112972,CAND25596,Anjali Subramanian,37,Female,Diploma,B.Com,2018,4.1,"Email Marketing, SEO Tools, SEO, Content Marketing, Social Media Marketing, Canva",JOB5571,Digital Marketing Executive,Trident Pvt Ltd,Marketing & Advertising,Coimbatore,Tamil Nadu,Full-Time,Work From Office,"Copywriting, Google Ads, SEM, SEO Tools",3,420000-610000,5.2,3.9 LPA,24-06-2024,Naukri,pending ,Not Scheduled,In Process,26.3,Yes,Not Eligible,56.2,3
APP100702,CAND24944,Lakshmi Singh,22,Female,Bachelor's,B.Com,2012,10.7,"Presentation Skills, Communication, Sales Reporting, CRM Software, Client Relationship, Cold Calling, Market Research",JOB5050,Sales Executive,Trident Pvt Ltd,Sales & Business Development,Mumbai,Maharashtra,Contract,Work From Office,"Sales Reporting, Presentation Skills, Cold Calling, Target Achievement, Lead Generation, Negotiation",5,7.2-8.0 LPA,8.1 LPA,INR 8.1,13-05-2023,Referral,Reject,Not Scheduled,Rejected,52.2,Yes,Eligible,75,34
APP106876,CAND29538,Ganesh Iyer,35,Male,12th,MBA Marketing,2017,,"Market Research, Presentation Skills, Client Relationship, Presentation Skills, Target Achievement, Lead Generation, CRM Software, Negotiation, English Proficiency",JOB5144,Sales Executive,Vertex Industries,Sales & Business Development,Hyderabad,Telangana,Full-Time,Hybrid,"Cold Calling, Market Research, Client Relationship, Target Achievement",8,6.1L-7.7L,6.5,"7,20,000",20-10-2024,Company Website,REJECTED,Not Scheduled,Rejected,76.6,Partial,Partially Eligible,73.8,3
APP100979,CAND33147,Ganesh Desai,32,Male,Bachelor's,BCA,2023,2,"AWS, Virtualization, Backup Management, Security, Shell Scripting, Troubleshooting, Active Directory",JOB5083,System Administrator,Panther Global,Information Technology,Bengaluru,Karnataka,Full-Time,Work From Home,"AWS, Security, Troubleshooting, Backup Management",2,Rs. 3.9 - 6.1 LPA,"4,40,000",4.2,18-Aug-25,LinkedIn,interview scheduled,Completed,In Process,100,Partial,Partially Eligible,84.7,14
APP107518,CAND32842,Selvam Nair,39,Male,,Journalism,2002,4.4,"Content Writing, Editing, Research, Copywriting, Leadership, SEO Writing, Grammar, Problem Solving, WordPress",JOB5535,Content Writer,Magna Systems,Media & Communication,Bengaluru,Karnataka,Full-Time,Work From Home,"Proofreading, Grammar, WordPress, Editing, Research, Creativity",2,3.8 to 5.2 Lakhs,INR 4.0,4.1,30-Oct-23,Company Website,Interview scheduled ,Completed,In Process,67.4,Yes,Eligible,79.3,30
APP103913,CAND24596,Prakash Reddy,20,Male,Bachelor's,B.Tech,2021,3,"Security, Linux, Backup Management, AWS, Shell Scripting, Networking, Troubleshooting",JOB5232,System Administrator,Yellowstone Industries,Information Technology,Kolkata,West Bengal,Contract,Work From Office,"Troubleshooting, Backup Management, Linux, AWS",2,4.6-6.9 LPA,5.4L,6.0 LPA,16-11-2025,LinkedIn,interview scheduled,Completed,In Process,100,Yes,Eligible,97.2,23
APP107788,CAND26141,Ishita Iyengar,45,Female,Bachelor's,MBA,2018,2.3,"SQL, Tableau, VLOOKUP, Excel, Statistics, Data Visualization",JOB5280,Data Analyst,Quest Technologies,Information Technology,delhi,Delhi,Contract,Work From Office,"Tableau, Python, Pandas, Power BI",1,4.2L-6.7L,6,4.4,28-11-2025,Campus Placement,rejected,Not Scheduled,Rejected,27.3,Yes,Not Eligible,52.9,24
APP116829,CAND34054,Vikram Nambiar,29,Male,Master's,BBA,2006,4.1,"MS Office, Multitasking, Customer Handling, Communication, Voice Process, Problem Solving, Email Support",JOB5509,Customer Support Executive,Bluepeak Global,BPO / Customer Service,Delhi,Delhi,Contract,Hybrid,"Voice Process, CRM Software, Customer Handling, Multitasking, Email Support, Chat Support",1,2.9L-4.0L,3.7,"3,60,000",10-03-2024,Campus Placement,Interview Scheduled,Scheduled,,66.3,Yes,Eligible,76.3,21
APP107044,CAND27276,Kiran Kapoor,37,Male,Bachelor's,B.Com,2024,0.5,"SEO Tools, Email Marketing, SEM, Copywriting, Content Marketing, Google Ads, SEO",JOB5833,Digital Marketing Executive,Horizon Industries,Marketing & Advertising,Noida,Uttar Pradesh,Full-Time,Hybrid,"Google Ads, Google Analytics, Email Marketing, Canva, Copywriting",2,2.5 to 3.8 Lakhs,"3,00,000",INR 2.8,13-05-2025,Indeed,REJECTED,Not Scheduled,Rejected,61.5,No,Not Eligible,47.8,45
APP108553,CAND29039,Ishaan Jain,22,Other,Bachelor's,MCA,2011,5.9,"REST API, Problem Solving, HTML, Bootstrap, TypeScript, JavaScript",JOB5357,Web Developer,Coral Solutions,Information Technology,Mumbai,Maharashtra,Full-Time,Work From Office,"REST API, Bootstrap, TypeScript, MongoDB",4,8.1-11.3 LPA,INR 10.4,"8,60,000",29-08-2023,Company Website,SELECTED,Completed,Selected,75.6,Yes,Eligible,89.1,13
APP103561,CAND22217,Sowmya Ghosh,38,Female,Bachelor's,BBA,2014,5.5,"CRM Software, Leadership, Customer Handling, Voice Process, Problem Solving",JOB5333,Customer Support Executive,Sunrise Industries,BPO / Customer Service,Ahmedabad,Gujarat,Full-Time,Work From Office,"Communication, Customer Handling, CRM Software, Problem Solving, Email Support",2,340000-450000,4.5 LPA,3.9L,16-04-2024,Campus Placement,shortlisted,Not Scheduled,In Process,61.1,Yes,Eligible,73,37
APP109867,CAND33585,Vijay Tiwari,37,Male,Bachelor's,MBA Marketing,2022,2,"Communication, Target Achievement, Cold Calling, Sales Reporting",JOB5379,Sales Executive,Bright ndustries,Sales & Business Development,CHENNAI,Tamil Nadu,Full-Time,Hybrid,"Negotiation, Sales Reporting, Cold Calling, Market Research, Target Achievement",6,2.8-4.4 LPA,"3,10,000",3.6,27-11-2023,Referral,Not Selected,Not Scheduled,Rejected,57.1,No,Not Eligible,41.5,39
APP101405,CAND34206,Girija Rathore,38,Female,Diploma,MCA,2011,11.3,"Data Visualization, Python, Scikit-learn, SQL, Statistics",JOB5470,Data Scientist,Pinnacle Services,Information Technology,Ahmedabad,Gujarat,Full-Time,Hybrid,"SQL, Pandas, Python, Statistics",5,1960000-2200000,19.9,21.3 LPA,24-03-2024,Indeed,Reject,Cancelled,Rejected,75.1,Yes,Eligible,87.3,41
APP103593,CAND27995,Suresh Shah,41,Male,Bachelor's,MBA,2023,2,"Documentation, Power BI, Requirement Gathering",JOB5387,Business Analyst,Grante Innovations,Information Technology,Noida,Uttar Pradesh,Full-Time,Hybrid,"Agile, Power BI, Requirement Gathering, Excel, JIRA, Business Process Modeling",5,4.5L-7.5L,5.8,4.5 LPA,23-05-2024,LinkedIn,Withdraw,Not Scheduled,Rejected,31.6,No,Not Eligible,24.6,16
APP120125,CAND27204,Aarohi Trivedi,26,Female,12th,BBA,2015,1.1,"MS Office, Exit Formalities, Communication",JOB5702,HR Executive,Falcon Systems,Human Resources,Coimbatore,Tamil Nadu,Contract,Work From Office,"Recruitment, Exit Formalities, Communication, HRMS",5,2.5L-3.9L,3.1 LPA,"2,40,000",20-07-2025,Indeed,Rejected,Cancelled,,47.7,No,Not Eligible,37.3,34
APP100264,CAND25619,Krishna Rao,31,Male,Bachelor's,MCA,2008,8,"Statistics, Python, Pandas, Scikit-learn, Machine Learning",JOB5312,Data Scientist,Trident Networks,Information Technology,Kolkata,West Bengal,Full-Time,Work From Home,"SQL, Data Visualization, Pandas, Deep Learning",3,16.4L-21.2L,18.3 LPA,,04-Aug-24,Referral,interview scheduled,Completed,In Process,26.5,Yes,Not Eligible,59.8,25
APP119678,CAND22135,Radha Tiwari,30,Female,Bachelor's,BBA,2002,12.5,"Client Relationship, CRM Software, Cold Calling, Sales Reporting, Target Achievement, Negotiation",JOB5152,Sales Executive,Trident Pvt Ltd,Sales & Business Development,Salem,Tamil Nadu,Full-Time,Work From Office,"CRM Software, Communication, Sales Reporting, Lead Generation, Presentation Skills",2,7.2L-8.0L,8.2L,8.3,25-11-2024,LinkedIn,on hold,Not Scheduled,In Process,42.4,Yes,Partially Eligible,67.4,14
APP106308,CAND23495,Yash Ghosh,23,Male,Bachelor's,MBA Marketing,2010,2.6,"Cold Calling, CRM Software, Sales Reporting",JOB5344,Sales Executive,Magna Technologies,Sales & Business Development,Chennai,Tamil Nadu,Contract,Work From Office,"Sales Reporting, Cold Calling, Target Achievement, Market Research",0,3.1-4.8 LPA,"4,09,999",3.7,03-Sep-23,Referral,shortlisted,Scheduled,In Process,49.1,Yes,Partially Eligible,73.3,45
APP113781,CAND21644,Sai Rathore,43,Male,Bachelor's,B.E,2017,4,"Data Structures, SQL, C++, Problem Solving",JOB5669,Software Developer,pinnacle networks,Information Technology,Pune,Maharashtra,Part-Time,Hybrid,"Algorithms, JavaScript, Git, Spring Boot, Data Structures",6,8.0-12.8 LPA,9.7,INR 9.9,21-09-2023,Naukri,on hold,Cancelled,In Process,18.4,No,Not Eligible,20.4,1
APP109069,CAND31685,Reyansh Tiwari,27,Male,,BCA,2007,13.1,"Linux, Backup Management, Active Directory, Networking, Virtualization, AWS",JOB5571,System Administrator,Vantage Pvt Ltd,Information Technology,Kolkata,West Bengal,Full-Time,Hybrid,"Linux, Troubleshooting, Virtualization, Networking, Active Directory",4,9.9 to 11.0 Lakhs,12.4 LPA,11.0 LPA,07/21/2025,Indeed,Interview Scheduled,Completed,In Process,78.7,Yes,Eligible,90,19
APP105535,CAND21115,Reyansh Nair,23,Male,Master's,BCA,2024,1,"CSS, Bootstrap, Git, JavaScript, REST API, TypeScript",JOB5030,Web Developer,VERTEX ENTERPRISES,Information Technology,Ahmedabad,Gujarat,Full-Time,Work From Office,"REST API, Node.js, JavaScript, TypeScript, MongoDB, Git",6,3.5 to 6.1 Lakhs,4.5,4.2,11-06-2023,,Not Selected,Cancelled,Rejected,68.8,No,Not Eligible,47.1,5
APP105064,CAND20278,Aarohi Kumar,23,Female,Bachelor's,B.Sc Computer Science,2014,1.9,"Node.js, TypeScript, Git",JOB5455,Web Developer,Panther Industries,Information Technology,Coimbatore,Tamil Nadu,Full-Time,Work From Office,"HTML, JavaScript, Node.js, React, TypeScript, Bootstrap",4,390000-710000,5.0 LPA,INR 4.6,15-Feb-24,Company Website,REJECTED,Cancelled,Rejected,35.5,No,Not Eligible,27.3,40
APP102070,CAND33747,Sundar Rathore,32,Male,Bachelor's,B.Tech,2017,0.2,"TensorFlow, Python, Pandas, SQL, Deep Learning, Scikit-learn",JOB5635,Data Scientist,Infinity Labs,Information Technology,Gurgaon,Haryana,Contract,Work From Office,"NLP, SQL, Deep Learning, Pandas, TensorFlow, Python",2,6L-8.7L,6.5,"5,30,000",25-03-2025,Campus Placement,Interview Scheduled,Scheduled,In Process,81.9,No,Not Eligible,59.3,18
APP119559,CAND34512,Aishwarya Sharma,37,Female,Master's,B.Tech,2024,0.5,"Virtualization, Shell Scripting, AWS, Security",JOB5005,System Administrator,Horizon Enterprises,Information Technology,Chennai,Tamil Nadu,Part-Time,Hybrid,"Windows Server, Shell Scripting, Backup Management, Security",1,350000-500000,3.5,3.3 LPA,30-05-2025,Company Website,REJECTED,Not Scheduled,Rejected,47.5,No,Not Eligible,34,33
APP106724,CAND28810,Sanjay Singh,30,Male,Bachelor's,B.Sc Computer Science,2003,9.5,"Regression Testing, English Proficiency, Automation Testing, API Testing, SQL",JOB5750,QA Tester,TITAN VENTURES,Information Technology,Kolkata,West Bengal,Full-Time,Work From Office,"Agile, Manual Testing, JIRA, SQL, Bug Tracking",1,8.6 to 10 Lakhs,10.5,8.3,03-01-2025,LinkedIn,on hold,,In Process,22.7,Yes,Not Eligible,55.6,14
APP104932,CAND27850,Yamini Krishnan,38,Female,Diploma,MBA Finance,2023,2,"PowerPoint, Excel, Financial Modeling",JOB5527,Financial Analyst,Ironclad Corp,Finance & Accounting,Coimbatore,Tamil Nadu,Full-Time,Work From Home,"Risk Analysis, SQL, Valuation, PowerPoint, Financial Modeling",0,4.5L-7.2L,5.5L,"4,40,000",01-01-2024,Referral,interview scheduled,Completed,In Process,42,Yes,Partially Eligible,67.7,18
APP113414,CAND33967,Ramesh Saxena,42,Male,Bachelor's,BCA,2008,6.8,"Shell Scripting, Virtualization, Windows Server, AWS, Troubleshooting, Backup Management",JOB5253,System Administrator,Bharat Systems,Information Technology,Ahmedabad,Gujarat,Contract,Work From Home,"Troubleshooting, Virtualization, Backup Management, Security",1,Rs. 7.5 - 9.7 LPA,INR 9.2,8.1,02-01-2023,Company Website,Selcted,Completed,Selected,75.9,Yes,Eligible,88.9,34
APP102076,CAND33617,Deepak Chopra,22,Male,Master's,MBA Marketing,2014,7,"Copywriting, SEO Tools, Social Media Marketing, SEO, Canva, Email Marketing",JOB5156,Digital Marketing Executive,Bluepeak lobal,Marketing & Advertising,Kolkata,West Bengal,Full-Time,Hybrid,"SEO Tools, Google Analytics, Google Ads, Copywriting, SEM, Content Marketing",2,6.1-8.0 LPA,,"6,80,000",07-07-2025,Referral,REJECTED,Not Scheduled,Rejected,33.6,Yes,Partially Eligible,58.6,36
APP115091,CAND25683,Suresh Warrier,32,Male,Master's,BBA Finance,2025,0,"Tally, Auditing, Accounts Receivable, Excel, Accounts Payable, Bank Reconciliation, TDS",JOB5499,Accountant,Shakti Labs,Finance & Accounting,Noida,Uttar Pradesh,Full-Time,Work From Office,"Bookkeeping, Taxation, Bank Reconciliation, Excel, Accounts Payable",0,2.5 to 3.2 Lakhs,2.4 LPA,2.5,06-02-2025,Naukri,shortlisted,Not Scheduled,In Process,61.8,Partial,Partially Eligible,59.1,18
APP112501,CAND25618,Ananya Iyer,29,Female,Bachelor's,BCA,2004,6.7,"Automation Testing, Bug Tracking, JIRA, Selenium, Test Cases, API Testing",JOB5372,QA Tester,Ironclad Corp,Information Technology,bengaluru ,Karnataka,Full-Time,Work From Home,"Agile, Test Cases, SQL, Automation Testing, API Testing, Selenium",4,6.6-8.7 LPA,7.8 LPA,6.1L,05-10-2025,Naukri,Shortlisted,Not Scheduled,In Process,67.9,Yes,Eligible,81,16
APP101489,CAND27691,Ramya Sharma,25,Female,Bachelor's,BBA,2014,8.3,"Employee Engagement, Attendance Management, Payroll, Exit Formalities, HRMS, Communication, Onboarding",JOB5639,HR Executive,Bluepak Technologies,Human Resources,Gurugram,Haryana,Full-Time,Work From Home,"Labour Law, Communication, Recruitment, Payroll, Employee Engagement, Attendance Management",2,6.2 to 7.9 Lakhs,8.0 LPA,6.5L,26-09-2024,Referral,Selected,Scheduled,Selected,64.8,Yes,Eligible,78.2,5
APP108503,CAND23266,Divya Arora,34,Female,Master's,M.Tech,2006,2.5,"SQL, Data Visualization, Python, TensorFlow, Machine Learning, NLP",JOB5479,Data Scientist,Shakti Corp,Information Technology,Ahmedabad,Gujarat,Full-Time,Work From Office,"TensorFlow, SQL, Machine Learning, Pandas",2,7.6 to 12.4 Lakhs,8.7L,INR 9.0,27-06-2025,Referral,SHORTLISTED,Scheduled,,75.9,Yes,Eligible,82,34
APP118007,CAND31402,Selvam Iyer,43,Male,Bachelor's,M.Sc Statistics,2003,4.8,"Python, Power BI, Pandas, Data Cleaning",JOB5707,Data Analyst,Panther Industries,Information Technology,Bengaluru,Karnataka,Full-Time,Work From Office,"Data Visualization, VLOOKUP, Tableau, Python",8,6.3 to 8.9 Lakhs,8.1,7.2 LPA,12/22/2024,LinkedIn,rejected,Not Scheduled,Rejected,24.8,No,Not Eligible,25.4,20
APP105575,CAND23473,Kiran Raman,28,Male,Bachelor's,B.Com,2012,6.5,"SEO Tools, Email Marketing, SEM",JOB5024,Digital Marketing Executive,Quest Softwares,Marketing & Advertising,mumbai,Maharashtra,Full-Time,Hybrid,"Email Marketing, Canva, SEO Tools, SEM",1,5.8-7.7 LPA,6.9,6.4,29-06-2023,Campus Placement,interview scheduled,,In Process,76.3,Yes,Eligible,83,22
APP100301,CAND20921,Suma Mishra,26,Female,Bachelor's,BBA,2002,6.5,"Business Process Modeling, Power BI, JIRA",JOB5620,Business Analyst,Crescent Solutions,Information Technology,SALEM,Tamil Nadu,Full-Time,Hybrid,"Requirement Gathering, Agile, Excel, Stakeholder Management, Communication, Power BI",1,900000-1200000,12,8.7 LPA,01/23/2024,Campus Placement,SHORTLISTED,Not Scheduled,In Process,14.4,Yes,Not Eligible,50.7,15
APP106857,CAND25414,Aishwarya Iyengar,24,Female,PhD,BBA Finance,2005,4.8,"Risk Analysis, Forecasting, Financial Modeling, Critical Thinking",JOB5395,Financial Analyst,Bright Systems,Finance & Accounting,Pune,Maharashtra,Contract,Work From Office,"Budgeting, Excel, Risk Analysis, Financial Reporting, SQL, Forecasting",5,Rs. 7.0 - 9.7 LPA,7.9 LPA,7.7,04-06-2025,Campus Placement,On Hold,Not Scheduled,In Process,31.9,No,Not Eligible,29,24
APP115682,CAND26731,Ganesh Trivedi,37,Male,Master's,BBA,2011,0.1,"Stakeholder Management, Agile, Communication",JOB5113,Business Analyst,Everest Digital,Information Technology,Kochi,Kerala,Full-Time,Hybrid,"Documentation, Communication, Power BI, SQL, JIRA, Requirement Gathering",1,Rs. 4 - 5.6 LPA,4.1L,4.3 LPA,13-02-2024,LinkedIn,Withdraw,Not Scheduled,Rejected,17.7,No,Not Eligible,18.1,1
APP100168,CAND28817,Kabir Bhatia,40,Male,12th,CA Inter,2023,0.9,"Bookkeeping, Tally, Excel, Bank Reconciliation, TDS",JOB5777,Accountant,Falcon Global,Finance & Accounting,Kochi,Kerala,Contract,Work From Office,"Auditing, Accounts Payable, Excel, GST",4,2.5 to 3.6 Lakhs,3.3,2.2L,04-03-2024,LinkedIn,Reject,Cancelled,Rejected,23.2,No,Not Eligible,24.5,37
APP112251,CAND29839,Yamini Das,43,Female,Diploma,B.Tech,2010,3.5,"Data Visualization, Statistics, Machine Learning, Pandas, NLP, SQL, Scikit-learn",JOB5701,Data Scientist,Harbor Services,Information Technology,Salem,Tamil Nadu,Full-Time,Work From Office,"SQL, NLP, Pandas, Statistics, TensorFlow",8,9.2L-14.0L,11.4 LPA,INR 9.3,02-01-2024,Campus Placement,Interview scheduled ,Completed,In Process,79.5,No,Not Eligible,54.9,39
APP101488,CAND34075,Raghav Murugan,38,Male,Bachelor's,B.Sc Computer Science,2007,7.4,"Windows Server, Backup Management, Networking",JOB5093,System Administrator,Crescent Innovations,Information Technology,Gurugram,Haryana,Full-Time,Hybrid,"AWS, Virtualization, Networking, Active Directory, Backup Management",1,790000-1019999,INR 9.3,"7,40,000",07-11-2024,Company Website,SHORTLISTED,Not Scheduled,In Process,37.2,Yes,Partially Eligible,58.4,24
APP116856,CAND21365,Swati Iyengar,28,Female,Master's,B.Tech,2025,0,"Security, AWS, Shell Scripting, Networking, Teamwork, Windows Server, Problem Solving",JOB5267,System Administrator,Fusion Networks,Information Technology,Pune,Maharashtra,Full-Time,Work From Office,"Active Directory, Windows Server, Shell Scripting, AWS, Virtualization",2,3.5 to 4.6 Lakhs,3.4L,3,11-10-2025,Company Website,Withdrawn,Not Scheduled,Rejected,57.2,No,Not Eligible,46,44
APP118495,CAND33153,Krishna Rao,36,Male,Bachelor's,B.Tech,2018,7,"Scikit-learn, Python, SQL, Pandas, TensorFlow, Data Visualization, Statistics",JOB5156,Data Scientist,Vantage Softwares,Information Technology,Kolkata,West Bengal,Contract,Hybrid,"Pandas, Machine Learning, Scikit-learn, Python, TensorFlow, Data Visualization",0,14.8-19.6 LPA,16.1,16.5 LPA,22-Jan-23,Naukri,on hold,Not Scheduled,In Process,81.9,Yes,Eligible,91.6,16
APP117038,CAND29722,Preeti Raman,42,Female,Master's,B.Sc Computer Science,2017,4,"API Testing, Automation Testing, English Proficiency, Adaptability, Selenium, Bug Tracking",JOB5681,QA Tester,Nexus Consulting,Information Technology,Ahmedabad,Gujarat,Full-Time,Work From Home,"Agile, Bug Tracking, Regression Testing, Selenium, API Testing",5,Rs. 4.8 - 6.9 LPA,5.4,5.5 LPA,02/16/2024,Referral,Not Selected,Not Scheduled,Rejected,60.5,No,Not Eligible,45.7,40
APP116372,CAND24773,Swati Menon,39,Female,Bachelor's,MBA HR,2003,11.7,"Time Management, Payroll, Exit Formalities, HRMS",JOB5014,HR Executive,Falcon Ventures,Human Resources,Kolkata,West Bengal,Full-Time,Hybrid,"Labour Law, Attendance Management, MS Office, Employee Engagement, Exit Formalities",2,Rs. 7.2 - 8.0 LPA,8.1,"7,80,000",05-12-2025,Referral,Rejected,Not Scheduled,Rejected,19.3,Yes,Not Eligible,48.7,36
APP101444,CAND22153,Varun Mishra,36,Male,Bachelor's,M.Com,2023,1,"SQL, Ratio Analysis, Excel, Valuation, Hindi Proficiency, Financial Reporting",JOB5453,Financial Analyst,Vatage Networks,Finance & Accounting,Kochi,Kerala,Full-Time,Hybrid,"Financial Reporting, Forecasting, Valuation, Budgeting",8,400000-620000,5.5,3.7,19-Nov-24,Campus Placement,Reject,Not Scheduled,Rejected,52,No,Not Eligible,41.3,8
APP102884,CAND23148,Siddharth Naidu,25,Male,Bachelor's,B.A English,2013,2.8,"Content Writing, Blogging, Proofreading",JOB5230,Content Writer,Trident Softwares,Media & Communication,Coimbatore,Tamil Nadu,Full-Time,Hybrid,"Blogging, Creativity, Content Writing, WordPress",2,310000-440000,4.3 LPA,3.6 LPA,08-Apr-25,Campus Placement,on hold,Not Scheduled,In Process,47.9,Yes,Partially Eligible,68.4,8
APP107807,CAND27959,Naveen Verma,28,Male,PhD,B.Tech,2021,4,"Manual Testing, JIRA, Teamwork, SQL, Agile",JOB5255,QA TESTER,Unity Systems,Information Technology,Delhi,Delhi,Part-Time,Work From Office,"Manual Testing, Regression Testing, SQL, Automation Testing",0,4.8-6.9 LPA,5.1,"4,59,999",31-10-2025,Company Website,SHORTLISTED,Scheduled,In Process,49.4,Yes,Partially Eligible,70.3,13
APP102429,CAND30378,Ishaan Iyengar,40,Male,Bachelor's,B.A,2006,1.3,"Voice Process, Customer Handling, Leadership, CRM Software, Problem Solving, Multitasking",JOB5662,Customer Support Executive,Ironclad Infotech,BPO / Customer Service,Salem,Tamil Nadu,Full-Time,Work From Office,"Customer Handling, Chat Support, Ticketing Tools, Voice Process",6,Rs. 2.0 - 3.0 LPA,,2.3,09-05-2025,LinkedIn,Applied,Not Scheduled,In Process,48.2,No,Not Eligible,35.6,22
